802239,"Бензопила Patriot PT3816 (220105510) 2 л.с. 16"" шаг 3/8"" паз 1,3 мм 57 звеньев",9490.0
828668,Масло Fubag (838271) 1 л для пневмоинструмента,558.0
961844,Скобозабивной пистолет пневматический Zitrek ZKPSN01 (018-1132),2979.0
636276,Дрель-шуруповерт безударная КМ ED-301 300 Вт,2690.0
828651,Муфта Fubag (180121 B) для соединения 8 мм с обжимным кольцом,312.0
684987,Пистолет пневматический Fubag (110148) DECOR G5000 текстурный,2844.0
504702,Шлифмашина угловая электрическая DeWalt DWE490 2000 Вт d230 мм,11621.0
616362,Пистолет клеевой электрический Einhell TC-GG 30 (4522170) 30 Вт,1182.0
982111,Пила дисковая электрическая Makita HS7600 1200 Вт 185 мм,9821.0
504685,Дрель-шуруповерт аккумуляторная DeWalt DCD791D2 18В 2х2Ач Li-Ion,23730.0
813798,"Перфоратор электрический Зубр ЗП-32-1100 К 1100 Вт 3,4 Дж SDS-plus",8399.0
505059,Полотно ножовочное по металлу Stanley Fatmax (FMHT0-20196) биметаллическое 300 мм 32 зуб/дюйм (2 шт.),609.0
967840,"Перфоратор электрический Зубр ЗП-28-800 КМ 800 Вт 3,2 Дж SDS-plus",8750.0
802241,"Пила цепная электрическая Patriot ESP 1614 (220301614) 1500 Вт 14"" шаг 3/8"" паз 1,3 мм 52 звена",4650.0
168279,Дрель ударная Makita HP1640 680 Вт,6248.0
691783,Пистолет пневматический Fubag (110113) для накачки шин с манометром,1100.0
681538,Ножовка по дереву Hesler 500 мм 9 зуб/дюйм средний зуб,456.0
885917,"Гвоздезабивной пистолет газовый Toua (GSN50E) 7,2В 1,5Ач Li-Ion",33080.0
625732,Дрель-шуруповерт аккумуляторная DeWalt DCD777D2T-QW 18В 2х2Ач Li-Ion,20800.0
691789,Шланг спиральный Fubag (170023) 5 м нейлон с фитингами,570.0
942210,"Реноватор аккумуляторный Einhell TE-MG 12/1 Li (4465180) 12В 2,0Ач Li- ion 16 предметов",8300.0
681529,Ножовка по дереву Hesler 400 мм 11 зуб/дюйм мелкий зуб,490.0
759072,Пистолет пневматический Patriot (830901020) GN 60D быстросъемный для накачки шин,743.0
616360,Дрель-миксер электрическая Einhell МС TE-MX 1600-2 СE (4258555) 1600 Вт,11388.0
967200,Шлифмашина угловая электрическая 125 мм Patriot AG 122 (110301210) 860 Вт d125 мм,3916.0
504617,Шлифмашина эксцентриковая для стен и потолков электрическая Einhell TC-DW 225 (4259930) 600 Вт d225 мм,19240.0
153749,Шлифмашина вибрационная электрическая Makita BO3710 180 Вт 93х228 мм,5221.0
157208,"Перфоратор электрический Einhell RT-RH 32 (4258440) 1250 Вт 3,5 Дж SDS-plus",11361.0
505055,Пистолет клеевой электрический Proconnect (12-0104) 60 Вт,444.0
654260,Перфоратор электрический ЗУБР П-26-800 800 Вт 3 Дж SDS-plus,6560.0
828655,Штуцер Fubag (180162 B) для соединения 10 мм с обжимным кольцом,110.0
967202,Дрель-шуруповерт аккумуляторная безударная щеточная Patriot BR 119LI (180301119) 12В 2х2Ач Li-Ion 2 АКБ и ЗУ,3290.0
909330,Пистолет для вязки арматуры аккумуляторный Makita (DTR180Z) 18В Li-Ion без АКБ и ЗУ,95990.0
674537,Шлифмашина угловая электрическая Фиолент МШУ8-14-125М Мастер (ИДФР298135006-07К1) 1400 Вт d125 мм,10191.0
612687,Дрель ударная КМ ID-601 600 Вт,2064.0
